"","gutenberg_id","text"
"207",2344,"woman, with large, gentle eyes, and grizzled hair curving down over her"
"208",2344,"temples on each side.  A worked antimacassar lay upon her lap and a"
"209",2344,"basket of coloured silks stood upon a stool beside her."
"210",2344,""
"211",2344,"""They are in the outhouse, those dreadful things,"" said she as Lestrade"
"212",2344,"entered.  ""I wish that you would take them away altogether."""
"213",2344,""
"214",2344,"""So I shall, Miss Cushing.  I only kept them here until my friend, Mr."
"215",2344,"Holmes, should have seen them in your presence."""
"216",2344,""
"217",2344,"""Why in my presence, sir?"""
"218",2344,""
"219",2344,"""In case he wished to ask any questions."""
"220",2344,""
"221",2344,"""What is the use of asking me questions when I tell you I know nothing"
"222",2344,"whatever about it?"""
"223",2344,""
"224",2344,"""Quite so, madam,"" said Holmes in his soothing way.  ""I have no doubt"
"225",2344,"that you have been annoyed more than enough already over this business."""
"226",2344,""
"227",2344,"""Indeed I have, sir. I am a quiet woman and live a retired life. It is"
"228",2344,"something new for me to see my name in the papers and to find the"
"229",2344,"police in my house.  I won't have those things in here, Mr. Lestrade."
"230",2344,"If you wish to see them you must go to the outhouse."""
"231",2344,""
"232",2344,"It was a small shed in the narrow garden which ran behind the house."
"233",2344,"Lestrade went in and brought out a yellow cardboard box, with a piece"
"234",2344,"of brown paper and some string.  There was a bench at the end of the"
"235",2344,"path, and we all sat down while Homes examined one by one, the articles"
"236",2344,"which Lestrade had handed to him."
"237",2344,""
"238",2344,"""The string is exceedingly interesting,"" he remarked, holding it up to"
"239",2344,"the light and sniffing at it.  ""What do you make of this string,"
"240",2344,"Lestrade?"""
"241",2344,""
"242",2344,"""It has been tarred."""
"243",2344,""
"244",2344,"""Precisely.  It is a piece of tarred twine.  You have also, no doubt,"
"245",2344,"remarked that Miss Cushing has cut the cord with a scissors, as can be"
"246",2344,"seen by the double fray on each side.  This is of importance."""
"247",2344,""
"248",2344,"""I cannot see the importance,"" said Lestrade."
"249",2344,""
"250",2344,"""The importance lies in the fact that the knot is left intact, and that"
"251",2344,"this knot is of a peculiar character."""
"252",2344,""
"253",2344,"""It is very neatly tied.  I had already made a note of that effect,"""
"254",2344,"said Lestrade complacently."
"255",2344,""
"256",2344,"""So much for the string, then,"" said Holmes, smiling, ""now for the box"
"257",2344,"wrapper. Brown paper, with a distinct smell of coffee. What, did you"
"258",2344,"not observe it?  I think there can be no doubt of it.  Address printed"
"259",2344,"in rather straggling characters:  'Miss S. Cushing, Cross Street,"
"260",2344,"Croydon.'  Done with a broad-pointed pen, probably a J, and with very"
"261",2344,"inferior ink.  The word 'Croydon' has been originally spelled with an"
"262",2344,"'i', which has been changed to 'y'.  The parcel was directed, then, by"
"263",2344,"a man--the printing is distinctly masculine--of limited education and"
"264",2344,"unacquainted with the town of Croydon.  So far, so good!  The box is a"
"265",2344,"yellow, half-pound honeydew box, with nothing distinctive save two"
"266",2344,"thumb marks at the left bottom corner.  It is filled with rough salt of"
"267",2344,"the quality used for preserving hides and other of the coarser"
"268",2344,"commercial purposes.  And embedded in it are these very singular"
"269",2344,"enclosures."""
"270",2344,""
"271",2344,"He took out the two ears as he spoke, and laying a board across his"
"272",2344,"knee he examined them minutely, while Lestrade and I, bending forward"
"273",2344,"on each side of him, glanced alternately at these dreadful relics and"
"274",2344,"at the thoughtful, eager face of our companion.  Finally he returned"
"275",2344,"them to the box once more and sat for a while in deep meditation."
"276",2344,""
"277",2344,"""You have observed, of course,"" said he at last, ""that the ears are not"
"278",2344,"a pair."""
"279",2344,""
"280",2344,"""Yes, I have noticed that.  But if this were the practical joke of some"
"281",2344,"students from the dissecting-rooms, it would be as easy for them to"
"282",2344,"send two odd ears as a pair."""
"283",2344,""
"284",2344,"""Precisely.  But this is not a practical joke."""
"285",2344,""
"286",2344,"""You are sure of it?"""
"287",2344,""
"288",2344,"""The presumption is strongly against it.  Bodies in the"
"289",2344,"dissecting-rooms are injected with preservative fluid.  These ears bear"
"290",2344,"no signs of this.  They are fresh, too.  They have been cut off with a"
"291",2344,"blunt instrument, which would hardly happen if a student had done it."
"292",2344,"Again, carbolic or rectified spirits would be the preservatives which"
"293",2344,"would suggest themselves to the medical mind, certainly not rough salt."
"294",2344,"I repeat that there is no practical joke here, but that we are"
"295",2344,"investigating a serious crime."""
"296",2344,""
"297",2344,"A vague thrill ran through me as I listened to my companion's words and"
"298",2344,"saw the stern gravity which had hardened his features. This brutal"
"299",2344,"preliminary seemed to shadow forth some strange and inexplicable horror"
"300",2344,"in the background. Lestrade, however, shook his head like a man who is"
"301",2344,"only half convinced."
"302",2344,""
"303",2344,"""There are objections to the joke theory, no doubt,"" said he, ""but"
"304",2344,"there are much stronger reasons against the other.  We know that this"
"305",2344,"woman has led a most quiet and respectable life at Penge and here for"
"306",2344,"the last twenty years.  She has hardly been away from her home for a"
"307",2344,"day during that time.  Why on earth, then, should any criminal send her"
"308",2344,"the proofs of his guilt, especially as, unless she is a most consummate"
"309",2344,"actress, she understands quite as little of the matter as we do?"""
"310",2344,""
"311",2344,"""That is the problem which we have to solve,"" Holmes answered, ""and for"
"312",2344,"my part I shall set about it by presuming that my reasoning is correct,"
"313",2344,"and that a double murder has been committed.  One of these ears is a"
"314",2344,"woman's, small, finely formed, and pierced for an earring.  The other"
"315",2344,"is a man's, sun-burned, discoloured, and also pierced for an earring."
"316",2344,"These two people are presumably dead, or we should have heard their"
"317",2344,"story before now.  To-day is Friday.  The packet was posted on Thursday"
"318",2344,"morning.  The tragedy, then, occurred on Wednesday or Tuesday, or"
"319",2344,"earlier.  If the two people were murdered, who but their murderer would"
"320",2344,"have sent this sign of his work to Miss Cushing?  We may take it that"
"321",2344,"the sender of the packet is the man whom we want. But he must have some"
"322",2344,"strong reason for sending Miss Cushing this packet.  What reason then?"
"323",2344,"It must have been to tell her that the deed was done! or to pain her,"
"324",2344,"perhaps.  But in that case she knows who it is.  Does she know?  I"
"325",2344,"doubt it.  If she knew, why should she call the police in?  She might"
"326",2344,"have buried the ears, and no one would have been the wiser. That is"
"327",2344,"what she would have done if she had wished to shield the criminal.  But"
"328",2344,"if she does not wish to shield him she would give his name.  There is a"
"329",2344,"tangle here which needs straightening out.""  He had been talking in a"
"330",2344,"high, quick voice, staring blankly up over the garden fence, but now he"
"331",2344,"sprang briskly to his feet and walked towards the house."
"332",2344,""
"333",2344,"""I have a few questions to ask Miss Cushing,"" said he."
"334",2344,""
"335",2344,"""In that case I may leave you here,"" said Lestrade, ""for I have another"
"336",2344,"small business on hand.  I think that I have nothing further to learn"
"337",2344,"from Miss Cushing.  You will find me at the police-station."""
"338",2344,""
"339",2344,"""We shall look in on our way to the train,"" answered Holmes.  A moment"
"340",2344,"later he and I were back in the front room, where the impassive lady"
"341",2344,"was still quietly working away at her antimacassar.  She put it down on"
"342",2344,"her lap as we entered and looked at us with her frank, searching blue"
"343",2344,"eyes."
"344",2344,""
"345",2344,"""I am convinced, sir,"" she said, ""that this matter is a mistake, and"
"346",2344,"that the parcel was never meant for me at all.  I have said this"
"347",2344,"several times to the gentlemen from Scotland Yard, but he simply laughs"
"348",2344,"at me.  I have not an enemy in the world, as far as I know, so why"
"349",2344,"should anyone play me such a trick?"""
"350",2344,""
"351",2344,"""I am coming to be of the same opinion, Miss Cushing,"" said Holmes,"
"352",2344,"taking a seat beside her.  ""I think that it is more than probable--"" He"
"353",2344,"paused, and I was surprised, on glancing round to see that he was"
"354",2344,"staring with singular intentness at the lady's profile.  Surprise and"
"355",2344,"satisfaction were both for an instant to be read upon his eager face,"
"356",2344,"though when she glanced round to find out the cause of his silence he"
"357",2344,"had become as demure as ever.  I stared hard myself at her flat,"
"358",2344,"grizzled hair, her trim cap, her little gilt earrings, her placid"
"359",2344,"features; but I could see nothing which could account for my"
"360",2344,"companion's evident excitement."
"361",2344,""
"362",2344,"""There were one or two questions--"""
"363",2344,""
"364",2344,"""Oh, I am weary of questions!"" cried Miss Cushing impatiently."
"365",2344,""
"366",2344,"""You have two sisters, I believe."""
"367",2344,""
"368",2344,"""How could you know that?"""
"369",2344,""
"370",2344,"""I observed the very instant that I entered the room that you have a"
"371",2344,"portrait group of three ladies upon the mantelpiece, one of whom is"
"372",2344,"undoubtedly yourself, while the others are so exceedingly like you that"
"373",2344,"there could be no doubt of the relationship."""
"374",2344,""
"375",2344,"""Yes, you are quite right.  Those are my sisters, Sarah and Mary."""
"376",2344,""
"377",2344,"""And here at my elbow is another portrait, taken at Liverpool, of your"
"378",2344,"younger sister, in the company of a man who appears to be a steward by"
"379",2344,"his uniform.  I observe that she was unmarried at the time."""
"380",2344,""
"381",2344,"""You are very quick at observing."""
"382",2344,""
"383",2344,"""That is my trade."""
"384",2344,""
"385",2344,"""Well, you are quite right.  But she was married to Mr. Browner a few"
"386",2344,"days afterwards.  He was on the South American line when that was"
"387",2344,"taken, but he was so fond of her that he couldn't abide to leave her"
"388",2344,"for so long, and he got into the Liverpool and London boats."""
"389",2344,""
"390",2344,"""Ah, the Conqueror, perhaps?"""
"391",2344,""
"392",2344,"""No, the May Day, when last I heard.  Jim came down here to see me"
"393",2344,"once.  That was before he broke the pledge; but afterwards he would"
"394",2344,"always take drink when he was ashore, and a little drink would send him"
"395",2344,"stark, staring mad.  Ah! it was a bad day that ever he took a glass in"
"396",2344,"his hand again.  First he dropped me, then he quarrelled with Sarah,"
"397",2344,"and now that Mary has stopped writing we don't know how things are"
"398",2344,"going with them."""
"399",2344,""
"400",2344,"It was evident that Miss Cushing had come upon a subject on which she"
"401",2344,"felt very deeply.  Like most people who lead a lonely life, she was shy"
"402",2344,"at first, but ended by becoming extremely communicative.  She told us"
"403",2344,"many details about her brother-in-law the steward, and then wandering"
"404",2344,"off on the subject of her former lodgers, the medical students, she"
"405",2344,"gave us a long account of their delinquencies, with their names and"
"406",2344,"those of their hospitals.  Holmes listened attentively to everything,"
"407",2344,"throwing in a question from time to time."
"408",2344,""
"409",2344,"""About your second sister, Sarah,"" said he.  ""I wonder, since you are"
"410",2344,"both maiden ladies, that you do not keep house together."""
"411",2344,""
"412",2344,"""Ah! you don't know Sarah's temper or you would wonder no more. I tried"
"413",2344,"it when I came to Croydon, and we kept on until about two months ago,"
"414",2344,"when we had to part.  I don't want to say a word against my own sister,"
"415",2344,"but she was always meddlesome and hard to please, was Sarah."""
"416",2344,""
"417",2344,"""You say that she quarrelled with your Liverpool relations."""
"418",2344,""
"419",2344,"""Yes, and they were the best of friends at one time.  Why, she went up"
"420",2344,"there to live in order to be near them.  And now she has no word hard"
"421",2344,"enough for Jim Browner.  The last six months that she was here she"
"422",2344,"would speak of nothing but his drinking and his ways.  He had caught"
"423",2344,"her meddling, I suspect, and given her a bit of his mind, and that was"
"424",2344,"the start of it."""
"425",2344,""
"426",2344,"""Thank you, Miss Cushing,"" said Holmes, rising and bowing.  ""Your"
"427",2344,"sister Sarah lives, I think you said, at New Street, Wallington?"
"428",2344,"Good-bye, and I am very sorry that you should have been troubled over a"
"429",2344,"case with which, as you say, you have nothing whatever to do."""
"430",2344,""
"431",2344,"There was a cab passing as we came out, and Holmes hailed it."
"432",2344,""
"433",2344,"""How far to Wallington?"" he asked."
"434",2344,""
"435",2344,"""Only about a mile, sir."""
"436",2344,""
"437",2344,"""Very good.  Jump in, Watson.  We must strike while the iron is hot."
"438",2344,"Simple as the case is, there have been one or two very instructive"
"439",2344,"details in connection with it.  Just pull up at a telegraph office as"
"440",2344,"you pass, cabby."""
"441",2344,""
"442",2344,"Holmes sent off a short wire and for the rest of the drive lay back in"
"443",2344,"the cab, with his hat tilted over his nose to keep the sun from his"
"444",2344,"face. Our drive pulled up at a house which was not unlike the one which"
"445",2344,"we had just quitted.  My companion ordered him to wait, and had his"
"446",2344,"hand upon the knocker, when the door opened and a grave young gentleman"
"447",2344,"in black, with a very shiny hat, appeared on the step."
"448",2344,""
"449",2344,"""Is Miss Cushing at home?"" asked Holmes."
"450",2344,""
"451",2344,"""Miss Sarah Cushing is extremely ill,"" said he.  ""She has been"
"452",2344,"suffering since yesterday from brain symptoms of great severity. As her"
"453",2344,"medical adviser, I cannot possibly take the responsibility of allowing"
"454",2344,"anyone to see her.  I should recommend you to call again in ten days."""
"455",2344,"He drew on his gloves, closed the door, and marched off down the street."
"456",2344,""
"457",2344,"""Well, if we can't we can't,"" said Holmes, cheerfully."
"458",2344,""
"459",2344,"""Perhaps she could not or would not have told you much."""
"460",2344,""
"461",2344,"""I did not wish her to tell me anything.  I only wanted to look at her."
"462",2344,"However, I think that I have got all that I want.  Drive us to some"
"463",2344,"decent hotel, cabby, where we may have some lunch, and afterwards we"
"464",2344,"shall drop down upon friend Lestrade at the police-station."""
"465",2344,""
"466",2344,"We had a pleasant little meal together, during which Holmes would talk"
"467",2344,"about nothing but violins, narrating with great exultation how he had"
"468",2344,"purchased his own Stradivarius, which was worth at least five hundred"
"469",2344,"guineas, at a Jew broker's in Tottenham Court Road for fifty-five"
"470",2344,"shillings.  This led him to Paganini, and we sat for an hour over a"
"471",2344,"bottle of claret while he told me anecdote after anecdote of that"
"472",2344,"extraordinary man.  The afternoon was far advanced and the hot glare"
"473",2344,"had softened into a mellow glow before we found ourselves at the"
"474",2344,"police-station.  Lestrade was waiting for us at the door."
"475",2344,""
"476",2344,"""A telegram for you, Mr. Holmes,"" said he."
"477",2344,""
"478",2344,"""Ha!  It is the answer!""  He tore it open, glanced his eyes over it,"
"479",2344,"and crumpled it into his pocket.  ""That's all right,"" said he."
"480",2344,""
"481",2344,"""Have you found out anything?"""
"482",2344,""
"483",2344,"""I have found out everything!"""
"484",2344,""
"485",2344,"""What!"" Lestrade stared at him in amazement.  ""You are joking."""
"486",2344,""
"487",2344,"""I was never more serious in my life.  A shocking crime has been"
"488",2344,"committed, and I think I have now laid bare every detail of it."""
"489",2344,""
"490",2344,"""And the criminal?"""
"491",2344,""
"492",2344,"Holmes scribbled a few words upon the back of one of his visiting cards"
"493",2344,"and threw it over to Lestrade."
"494",2344,""
"495",2344,"""That is the name,"" he said.  ""You cannot effect an arrest until"
"496",2344,"to-morrow night at the earliest.  I should prefer that you do not"
"497",2344,"mention my name at all in connection with the case, as I choose to be"
"498",2344,"only associated with those crimes which present some difficulty in"
"499",2344,"their solution.  Come on, Watson.""  We strode off together to the"
"500",2344,"station, leaving Lestrade still staring with a delighted face at the"
"501",2344,"card which Holmes had thrown him."
"502",2344,""
"503",2344,""
"504",2344,"""The case,"" said Sherlock Holmes as we chatted over our cigars that"
"505",2344,"night in our rooms at Baker Street, ""is one where, as in the"
"506",2344,"investigations which you have chronicled under the names of 'A Study in"
"507",2344,"Scarlet' and of 'The Sign of Four,' we have been compelled to reason"
"508",2344,"backward from effects to causes.  I have written to Lestrade asking him"
"509",2344,"to supply us with the details which are now wanting, and which he will"
"510",2344,"only get after he had secured his man.  That he may be safely trusted"
"511",2344,"to do, for although he is absolutely devoid of reason, he is as"
"512",2344,"tenacious as a bulldog when he once understands what he has to do, and"
"513",2344,"indeed, it is just this tenacity which has brought him to the top at"
"514",2344,"Scotland Yard."""
"515",2344,""
"516",2344,"""Your case is not complete, then?"" I asked."
"517",2344,""
"518",2344,"""It is fairly complete in essentials.  We know who the author of the"
"519",2344,"revolting business is, although one of the victims still escapes us."
"520",2344,"Of course, you have formed your own conclusions."""
"521",2344,""
"522",2344,"""I presume that this Jim Browner, the steward of a Liverpool boat, is"
"523",2344,"the man whom you suspect?"""
"524",2344,""
"525",2344,"""Oh! it is more than a suspicion."""
"526",2344,""
"527",2344,"""And yet I cannot see anything save very vague indications."""
"528",2344,""
"529",2344,"""On the contrary, to my mind nothing could be more clear.  Let me run"
"530",2344,"over the principal steps.  We approached the case, you remember, with"
"531",2344,"an absolutely blank mind, which is always an advantage.  We had formed"
"532",2344,"no theories.  We were simply there to observe and to draw inferences"
"533",2344,"from our observations.  What did we see first?  A very placid and"
"534",2344,"respectable lady, who seemed quite innocent of any secret, and a"
"535",2344,"portrait which showed me that she had two younger sisters.  It"
"536",2344,"instantly flashed across my mind that the box might have been meant for"
"537",2344,"one of these.  I set the idea aside as one which could be disproved or"
"538",2344,"confirmed at our leisure.  Then we went to the garden, as you remember,"
"539",2344,"and we saw the very singular contents of the little yellow box."
"540",2344,""
"541",2344,"""The string was of the quality which is used by sail-makers aboard"
"542",2344,"ship, and at once a whiff of the sea was perceptible in our"
"543",2344,"investigation.  When I observed that the knot was one which is popular"
"544",2344,"with sailors, that the parcel had been posted at a port, and that the"
"545",2344,"male ear was pierced for an earring which is so much more common among"
"546",2344,"sailors than landsmen, I was quite certain that all the actors in the"
"547",2344,"tragedy were to be found among our seafaring classes."
"548",2344,""
"549",2344,"""When I came to examine the address of the packet I observed that it"
"550",2344,"was to Miss S. Cushing.  Now, the oldest sister would, of course, be"
"551",2344,"Miss Cushing, and although her initial was 'S' it might belong to one"
"552",2344,"of the others as well.  In that case we should have to commence our"
"553",2344,"investigation from a fresh basis altogether.  I therefore went into the"
"554",2344,"house with the intention of clearing up this point.  I was about to"
"555",2344,"assure Miss Cushing that I was convinced that a mistake had been made"
"556",2344,"when you may remember that I came suddenly to a stop.  The fact was"
"557",2344,"that I had just seen something which filled me with surprise and at the"
"558",2344,"same time narrowed the field of our inquiry immensely."
"559",2344,""
"560",2344,"""As a medical man, you are aware, Watson, that there is no part of the"
"561",2344,"body which varies so much as the human ear.  Each ear is as a rule"
"562",2344,"quite distinctive and differs from all other ones.  In last year's"
"563",2344,"Anthropological Journal you will find two short monographs from my pen"
